,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Position
15913,M. Staniszewski,21,Poland,58,62,Arka Gdynia,€120K,€1K,GK
15914,Y. Fortune,19,France,58,68,FC Sion,€200K,€2K,ST
15915,T. Cuello,18,Argentina,58,79,Atlético Tucumán,€290K,€1K,LM
15916,Pedro Gonçalves,20,Portugal,58,74,Wolverhampton Wanderers,€280K,€6K,CM
15917,K. Ayong,20,Czech Republic,58,67,Piast Gliwice,€200K,€1K,ST
15918,L. Italiano,27,Australia,58,60,Newcastle Jets,€100K,€1K,GK
15919,J. Powell,19,England,58,73,West Ham United,€270K,€4K,LM
15920,M. Urynowicz,22,Poland,58,64,Górnik Zabrze,€180K,€1K,ST
15921,E. Navarrete,22,Chile,58,67,Audax Italiano,€170K,€1K,LB
15922,T. Vassell,21,England,58,64,Port Vale,€150K,€2K,CB
15923,T. Cordner,19,England,58,68,Bournemouth,€170K,€3K,CB
15924,G. Tryggvason,18,Iceland,58,68,IK Start,€190K,€1K,RW
15925,C. Higuera,17,Mexico,58,72,Club Tijuana,€200K,€1K,GK
15926,M. Onuoha,19,Germany,58,68,VfR Aalen,€170K,€1K,RB
15927,A. Bacci,22,Italy,58,66,Ascoli,€140K,€1K,GK
15928,J. Hodek,20,Germany,58,68,FSV Zwickau,€180K,€1K,CDM
15929,Y. Letard,19,France,58,71,VfR Aalen,€210K,€1K,CB
15930,Han Xuan,27,China PR,58,59,Henan Jianye FC,€120K,€2K,CB
15931,R. Isomura,27,Japan,58,59,V-Varen Nagasaki,€120K,€1K,LCM
15932,I. Lara,22,Chile,58,64,San Luis de Quillota,€170K,€1K,LM
15933,J. Jaime,20,Argentina,58,67,San Martin de Tucumán,€150K,€1K,GK
15934,F. Al Sagour,22,Saudi Arabia,58,67,Al Wehda,€170K,€3K,RB
15935,L. Hernández,20,Mexico,58,70,Club Necaxa,€200K,€1K,CB
15936,N. da Silva,24,Switzerland,58,64,FC Thun,€170K,€2K,LM
15937,R. Hirosue,19,Japan,58,73,FC Tokyo,€230K,€1K,GK
15938,L. Croll,23,England,58,63,Exeter City,€140K,€2K,LCB
15939,T. Baack,19,Germany,58,75,VfL Bochum 1848,€250K,€1K,CB
15940,K. Bucker,22,Netherlands,58,68,Heracles Almelo,€160K,€1K,GK
15941,M. Miljevic,17,United States,58,78,Argentinos Juniors,€230K,€1K,CDM
15942,M. Brink,20,Denmark,58,70,Esbjerg fB,€230K,€1K,CM
15943,A. Bakayoko,20,France,58,71,FC St. Gallen,€220K,€4K,RB
15944,W. Tchuameni,21,Cameroon,58,70,SønderjyskE,€230K,€2K,ST
15945,D. ?ncedere,21,Turkey,58,71,Galatasaray SK,€250K,€5K,LM
15946,S. Kjellevold,23,Norway,58,65,Stabæk Fotball,€130K,€1K,GK
15947,J. Þorsteinsson,19,Iceland,58,73,Vendsyssel FF,€270K,€4K,LW
15948,M. Worthington,20,England,58,70,Forest Green Rovers,€230K,€5K,CM
15949,J. Tratt,23,Australia,58,64,Sydney FC,€150K,€1K,RB
15950,J. Kelly,28,Republic of Ireland,58,58,Bray Wanderers,€130K,€1K,LM
15951,L. Grill,19,Germany,58,76,1. FC Kaiserslautern,€230K,€1K,GK
15952,D. Lyon,23,Scotland,58,67,Peterborough United,€170K,€1K,RWB
15953,F. Pizzicanella,22,Argentina,58,66,Atlético Tucumán,€140K,€1K,GK
15954,J. Pantemis,21,Canada,58,68,Montreal Impact,€160K,€1K,GK
15955,R. Wilmots,21,Belgium,58,68,Carpi,€200K,€1K,CM
15956,E. Boyle,21,Republic of Ireland,58,70,Shamrock Rovers,€200K,€1K,RB
15957,M. Sprang,17,Germany,58,67,FSV Zwickau,€120K,€1K,GK
15958,R. Acquah,21,Ghana,58,67,LASK Linz,€170K,€1K,CDM
15959,M. Wada,21,Japan,58,67,Yokohama F. Marinos,€200K,€1K,ST
15960,A. Canessa,18,Italy,58,73,Livorno,€260K,€1K,ST
15961,R. Cagnon,21,France,58,71,Olympique de Marseille,€200K,€3K,GK
15962,M. Roerslev,19,Denmark,58,75,FC København,€240K,€1K,RB
15963,A. Azeez,24,England,58,62,Cambridge United,€170K,€2K,ST
15964,M. Holzer,19,Austria,58,69,TSV Hartberg,€210K,€1K,ST
15965,L. Travis,20,England,58,72,Blackburn Rovers,€280K,€4K,CM
15966,Mario Sánchez,22,Spain,58,66,Cádiz CF,€160K,€1K,RB
15967,Valery,18,Spain,58,75,Girona FC,€260K,€2K,LM
15968,R. Al Ghamdi,24,Saudi Arabia,58,65,Al Batin,€180K,€2K,RS
15969,C. Gutiérrez,19,Mexico,58,73,U.N.A.M.,€270K,€1K,RM
15970,D. Webster,28,Republic of Ireland,58,59,St. Patrick's Athletic,€120K,€1K,CB
15971,Kim Hyo Gi,31,Korea Republic,58,58,Gyeongnam FC,€110K,€1K,ST
15972,J. Inamoto,38,Japan,58,58,Hokkaido Consadole Sapporo,€20K,€1K,CDM
15973,J. McDonnell,24,England,58,66,AFC Wimbledon,€140K,€1K,GK
15974,W. Ali,19,Denmark,58,73,Aalborg BK,€280K,€1K,ST
15975,A. Jakobsen,19,Denmark,58,72,Vejle Boldklub,€280K,€1K,ST
15976,L. Bonilla,20,Colombia,58,66,Patriotas Boyacá FC,€190K,€1K,RM
15977,T. Duman,20,Germany,58,70,Fortuna Düsseldorf,€230K,€3K,CM
15978,M. Woud,19,New Zealand,58,73,Willem II,€230K,€1K,GK
15979,J. Löwe,19,Germany,58,74,SG Dynamo Dresden,€270K,€1K,CAM
15980,B. Rivas,21,Colombia,58,72,Atlético Huila,€280K,€1K,CM
15981,S. Cartwright,17,England,58,70,Peterborough United,€170K,€1K,CB
15982,A. Ademoglu,20,Belgium,58,75,Bursaspor,€280K,€2K,CM
15983,Y. Oyanedel,17,Chile,58,78,Universidad Católica,€220K,€1K,LB
15984,Lim Eun Soo,22,Korea Republic,58,65,Incheon United FC,€180K,€1K,LCM
15985,R. van Doorn,19,Netherlands,58,66,De Graafschap,€160K,€1K,CB
15986,J. Harris,31,England,58,58,Tranmere Rovers,€110K,€2K,CM
15987,José Uche,18,Spain,58,69,SD Huesca,€180K,€1K,CB
15988,M. Arturia,20,Argentina,58,67,Club Atlético Talleres,€200K,€2K,ST
15989,K. Goba,30,France,58,58,La Berrichonne de Châteauroux,€120K,€1K,ST
15990,E. Bansen,20,Germany,58,69,SV Zulte-Waregem,€170K,€1K,GK
15991,J. Lunney,20,Republic of Ireland,58,71,Waterford FC,€240K,€1K,CM
15992,M. Cooper,18,England,58,78,Plymouth Argyle,€210K,€1K,GK
15993,J. Orellana,21,Argentina,58,68,San Martin de Tucumán,€180K,€1K,CB
15994,B. Kavlak,21,Turkey,58,66,Yeni Malatyaspor,€190K,€2K,ST
15995,G. Abregú,20,Argentina,58,68,San Martin de Tucumán,€180K,€1K,RB
15996,J. Doona,20,Republic of Ireland,58,70,St. Patrick's Athletic,€230K,€1K,RM
15997,R. Blumberg,19,Australia,58,72,Charlton Athletic,€250K,€1K,CB
15998,M. Panos,21,France,58,65,AS Saint-Étienne,€150K,€3K,RB
15999,C. Coleman,21,Republic of Ireland,58,67,St. Patrick's Athletic,€200K,€1K,RDM
16000,M. O'Riley,17,England,58,78,Fulham,€250K,€3K,CM
16001,A. Gafaiti,23,Algeria,58,66,Yeovil Town,€160K,€1K,CB
16002,P. Edwards,32,England,58,58,Bury,€70K,€2K,RWB
16003,G. Lapslie,20,England,58,71,Charlton Athletic,€240K,€1K,CM
16004,M. Gonzalez,20,Chile,58,69,CD Everton de Viña del Mar,€170K,€1K,GK
16005,L. Ingolotti,18,Argentina,58,80,Club Atlético Aldosivi,€240K,€1K,GK
16006,G. Pozos,25,Mexico,58,62,Club León,€120K,€3K,GK
16007,A. Aliev,21,Russia,58,65,Dalkurd FF,€180K,€1K,ST
16008,M. Bauer,18,Germany,58,73,SpVgg Greuther Fürth,€240K,€1K,CB
16009,B. Sielewski,33,Poland,58,58,Wis?a P?ock,€50K,€1K,CB
16010,A. Talal,22,Morocco,58,68,US Orléans Loiret Football,€180K,€1K,CDM
16011,K. Schlotterbeck,21,Germany,58,68,SC Freiburg,€180K,€2K,CB
16012,G. Kilama,19,Cameroon,58,71,Chamois Niortais Football Club,€210K,€1K,LB
16013,J. Debayo,21,Nigeria,58,66,Cheltenham Town,€160K,€1K,LB
16014,B. Chapman,19,England,58,67,Gillingham,€190K,€1K,CM
16015,V. Gendrey,18,France,58,70,Amiens SC,€180K,€1K,RB
16016,Li Shenglong,25,China PR,58,60,Shanghai SIPG FC,€160K,€2K,ST
16017,M. Schlegel,21,Germany,58,68,FC Carl Zeiss Jena,€210K,€1K,LM
16018,S. Quigley,25,England,58,60,Port Vale,€160K,€2K,ST
16019,Y. Bangsow,20,Germany,58,69,Eintracht Braunschweig,€170K,€1K,GK
16020,M. Leahy,29,Republic of Ireland,58,59,St. Patrick's Athletic,€110K,€1K,CB
16021,S. Solli,20,Norway,58,66,Ranheim Fotball,€190K,€1K,RW
16022,M. Firlej,21,Poland,58,65,Korona Kielce,€180K,€1K,ST
16023,H. Bos,25,Netherlands,58,60,FC Emmen,€150K,€1K,CM
16024,J. Bird,20,England,58,66,Barnsley,€190K,€1K,CM
16025,V. Arveladze,20,Georgia,58,65,Korona Kielce,€180K,€1K,ST
16026,K. Kirihata,31,Japan,58,58,Kashiwa Reysol,€80K,€1K,GK
16027,A. Penny,21,Wales,58,70,Hamilton Academical FC,€200K,€1K,CB
16028,J. von Moos,17,Switzerland,58,84,FC Basel 1893,€280K,€2K,ST
16029,G. Boylan,22,Republic of Ireland,58,66,Sligo Rovers,€160K,€1K,RB
16030,I. Chicco,22,Argentina,58,68,Club Atlético Colón,€160K,€1K,GK
16031,H. Arslan,29,Turkey,58,58,BB Erzurumspor,€100K,€2K,LB
16032,A. Nalic,20,Sweden,58,71,Malmö FF,€250K,€1K,CAM
16033,D. Rodríguez,20,Mexico,58,71,U.N.A.M.,€220K,€2K,CB
16034,S. Karweina,19,Germany,58,69,VfL Sportfreunde Lotte,€210K,€1K,ST
16035,Fabio,22,Brazil,58,66,Örebro SK,€160K,€1K,CB
16036,M. Harness,22,England,58,62,Burton Albion,€170K,€1K,RM
16037,C. Rzonca,21,England,58,65,Zag??bie Sosnowiec,€180K,€1K,CAM
16038,A. Manzur,17,Argentina,58,75,Godoy Cruz,€250K,€1K,CM
16039,S. Bone,19,England,58,73,Shamrock Rovers,€250K,€1K,CDM
16040,T. Sopacua,18,Netherlands,58,69,FC Groningen,€170K,€1K,RB
16041,H. Takimoto,21,Japan,58,68,Kashiwa Reysol,€160K,€1K,GK
16042,Geng Xiaofeng,30,China PR,58,58,Hebei China Fortune FC,€80K,€2K,GK
16043,M. Soldo,21,Austria,58,70,Wolfsberger AC,€180K,€1K,GK
16044,K. Petratos,20,Australia,58,68,Newcastle Jets,€210K,€1K,LM
16045,N. Giménez,21,Argentina,58,71,Rosario Central,€220K,€2K,RB
16046,Wang Xiaole,21,China PR,58,67,Beijing Sinobo Guoan FC,€200K,€2K,CM
16047,L. Schaffran,19,Germany,58,70,SpVgg Greuther Fürth,€170K,€1K,GK
16048,A. Fox,25,England,58,60,Grimsby Town,€130K,€2K,LB
16049,R. Cooney,18,England,58,69,Bury,€170K,€1K,RWB
16050,N. Samayoa,22,Guatemala,58,67,New England Revolution,€170K,€1K,CB
16051,A. Soukouna,28,France,58,58,AS Béziers,€130K,€1K,ST
16052,I. Bolaño,20,Argentina,58,72,Club Atlético Tigre,€280K,€2K,RM
16053,K. Ogawa,20,Japan,58,69,Júbilo Iwata,€220K,€1K,ST
16054,K. Fegrouche,36,Morocco,58,58,IK Sirius,€20K,€1K,GK
16055,Lee Ho Seok,27,Korea Republic,58,59,Sangju Sangmu FC,€140K,€1K,CM
16056,H. Balic,22,Bosnia Herzegovina,58,62,SKN St. Pölten,€170K,€2K,LW
16057,F. Lauenborg,21,Denmark,58,66,Randers FC,€190K,€1K,CM
16058,K. Saka,23,Japan,58,64,Shonan Bellmare,€150K,€1K,CB
16059,K. Buckley,26,Republic of Ireland,58,60,Bohemian FC,€130K,€1K,RDM
16060,L. Scott,21,Australia,58,68,Western Sydney Wanderers,€210K,€1K,ST
16061,A. Torres,22,Mexico,58,69,Guadalajara,€170K,€3K,GK
16062,S. McMann,21,Scotland,58,67,Hamilton Academical FC,€170K,€1K,LB
16063,A. Rosteghin,18,Italy,58,78,Cittadella,€210K,€1K,GK
16064,A. Wheeler-Omiunu,23,United States,58,64,Atlanta United,€170K,€1K,CM
16065,N. Awuku,18,Germany,58,77,Holstein Kiel,€260K,€1K,ST
16066,B. García,20,Mexico,58,66,Club Tijuana,€190K,€2K,LM
16067,D. Riccardi,22,Italy,58,69,Lecce,€190K,€1K,CB
16068,M. Meli,18,Italy,58,78,Fiorentina,€260K,€4K,RW
16069,D. Petersson,23,Sweden,58,63,Trelleborgs FF,€120K,€1K,GK
16070,E. Pauchet,21,France,58,67,Chamois Niortais Football Club,€150K,€1K,GK
16071,S. Farelli,35,Italy,58,58,Pescara,€30K,€1K,GK
16072,E. Gründemann,19,Germany,58,74,FC Hansa Rostock,€230K,€1K,GK
16073,M. Ludwig,19,Germany,58,70,Hallescher FC,€220K,€1K,ST
16074,E. Pletinckx,17,Belgium,58,76,SV Zulte-Waregem,€230K,€1K,CB
16075,A. Elyounoussi,19,Norway,58,72,Sarpsborg 08 FF,€270K,€1K,LM
16076,M. Simakan,18,France,58,69,RC Strasbourg Alsace,€180K,€1K,CB
16077,G. Kyrnats,20,Russia,58,68,PFC CSKA Moscow,€160K,€1K,GK
16078,S. Hiramatsu,25,Japan,58,61,V-Varen Nagasaki,€160K,€1K,ST
16079,N. Gómez,21,Argentina,58,64,Rosario Central,€150K,€2K,RB
16080,N. Ralph,25,England,58,62,Dundee FC,€140K,€1K,LB
16081,J. Italiano,16,Australia,58,79,Perth Glory,€280K,€1K,LM
16082,A. Ceesay,24,Gambia,58,64,FC Zürich,€170K,€2K,LW
16083,M. Awaji,23,Saudi Arabia,58,65,Al Shabab,€130K,€3K,GK
16084,N. Baeza,21,Chile,58,64,CD Huachipato,€150K,€1K,LB
16085,C. Ross,24,Chile,58,64,Unión Española,€150K,€1K,LB
16086,Yuan Mincheng,22,China PR,58,66,Chongqing Dangdai Lifan FC SWM Team,€160K,€1K,RCB
16087,C. Baldovino,21,Colombia,58,72,Alianza Petrolera,€230K,€1K,GK
16088,M. Rudakov,22,Russia,58,70,HJK Helsinki,€180K,€1K,GK
16089,Han Rongze,25,China PR,58,63,Shandong Luneng TaiShan FC,€120K,€2K,GK
16090,J. Sbarra,19,England,58,77,Burton Albion,€270K,€1K,CAM
16091,F. Marín,20,Argentina,58,68,Club Atlético Huracán,€180K,€2K,CDM
16092,J. Romero,17,Argentina,58,81,Atlético Tucumán,€280K,€1K,ST
16093,R. Borka?a,19,Poland,58,72,Piast Gliwice,€270K,€1K,RM
16094,P. Magnon,22,France,58,65,Stade Brestois 29,€180K,€1K,RM
16095,Marcos Lavín,21,Spain,58,69,Córdoba CF,€170K,€1K,GK
16096,C. Quenum,25,France,58,62,Valenciennes FC,€140K,€1K,LB
16097,Y. Akiyama,23,Japan,58,64,Nagoya Grampus,€150K,€1K,LM
16098,S. Parlati,21,Italy,58,70,Ascoli,€230K,€1K,CM
16099,A. Appiah,17,England,58,81,Nottingham Forest,€280K,€4K,RW
16100,L. Klemenz,22,Poland,58,67,Jagiellonia Bia?ystok,€170K,€1K,CB
16101,P. Tomczyk,20,Poland,58,64,Lech Pozna?,€180K,€1K,ST
16102,A. Oteh,19,England,58,74,Queens Park Rangers,€280K,€1K,ST
16103,K. Hattanda,28,Japan,58,58,Nagoya Grampus,€130K,€1K,CAM
16104,M. Bayo,20,France,58,67,Clermont Foot 63,€200K,€1K,ST
16105,H. Hyseni,25,Germany,58,61, SSV Jahn Regensburg,€160K,€2K,ST
16106,N. D'Agostino,20,Australia,58,68,Brisbane Roar,€210K,€1K,ST
16107,M. Jeahze,21,Sweden,58,64,IF Brommapojkarna,€150K,€1K,LB
16108,N. Gallardo,20,Argentina,58,71,River Plate,€220K,€2K,LB
16109,C. Trejo,18,Mexico,58,77,Club Atlas,€260K,€2K,ST
16110,S. High,17,England,58,74,Huddersfield Town,€250K,€3K,CM
16111,L. Maniero,19,Italy,58,75,Cittadella,€270K,€1K,CM
16112,M. Obiero,17,England,58,73,Huddersfield Town,€250K,€3K,ST
16113,C. Maycock,20,England,58,68,Macclesfield Town,€180K,€1K,CDM
16114,T. Attis,18,Argentina,58,75,Belgrano de Córdoba,€260K,€1K,ST
16115,A. Tecpanécatl,20,Mexico,58,68,Puebla FC,€210K,€1K,RW
16116,M. Talbi,20,France,58,73,Çaykur Rizespor,€250K,€1K,CB
16117,E. Herrera,19,Colombia,58,74,Independiente Santa Fe,€240K,€1K,LB
16118,J. Veyna,23,Mexico,58,63,Club Necaxa,€140K,€2K,CDM
16119,M. Reinthaler,23,Italy,58,63,FC Hansa Rostock,€170K,€1K,CM
16120,R. Benz,22,Germany,58,66,KFC Uerdingen 05,€140K,€1K,GK
16121,R. Fitzsimons,24,England,58,64,Notts County,€130K,€2K,GK
16122,L. Desmond,23,Republic of Ireland,58,65,St. Patrick's Athletic,€150K,€1K,LCB
16123,N. Strunck,18,Denmark,58,71,FC Nordsjælland,€230K,€1K,CM
16124,H. Arellano,20,United States,58,70,LA Galaxy,€200K,€1K,CB
16125,M. Sevimler,19,Turkey,58,72,Alanyaspor,€280K,€1K,ST
16126,D. Becker,20,Argentina,58,68,Rosario Central,€200K,€2K,CM
16127,Kim Jung Ho,23,Korea Republic,58,65,Incheon United FC,€150K,€1K,CB
16128,B. Barclay,21,England,58,68,Brighton & Hove Albion,€180K,€4K,CB
16129,H. Marcelin,18,France,58,74,AJ Auxerre,€240K,€1K,CB
16130,M. Jørgensen,17,Denmark,58,74,Odense Boldklub,€250K,€1K,ST
16131,M. Beeney,22,England,58,66,Sligo Rovers,€140K,€1K,GK
16132,R. Alm,22,Sweden,58,64,IF Brommapojkarna,€170K,€1K,RW
16133,A. Bakir,17,Germany,58,76,Borussia Dortmund,€250K,€3K,RM
16134,M. Bassouamina,20,France,58,69,AS Nancy Lorraine,€220K,€1K,LW
16135,S. Bose,22,India,58,66,,€ 0,€ 0,LB
16136,Maikel,28,Spain,58,58,IF Brommapojkarna,€130K,€1K,CAM
16137,J. Urzúa,18,Chile,58,76,CD Huachipato,€260K,€1K,RCM
16138,B. Wiles,19,England,58,71,Rotherham United,€240K,€2K,CAM
16139,Park Ji Soo,24,Korea Republic,58,66,Gyeongnam FC,€160K,€1K,LB
16140,D. Liszka,18,Poland,58,68,Górnik Zabrze,€190K,€1K,LM
16141,M. Kumbulla,18,Albania,58,75,Hellas Verona,€240K,€1K,CB
16142,Cao Ziheng,23,China PR,58,64,Changchun Yatai FC,€180K,€2K,ST
16143,Zhang Huachen,20,China PR,58,66,Shanghai SIPG FC,€160K,€2K,CDM
16144,C. Okoroji,21,England,58,67,SC Freiburg,€170K,€2K,LB
16145,S. Wamangituka,18,Congo,58,77,Paris FC,€260K,€1K,ST
16146,R. Way,28,Australia,58,58,Wellington Phoenix,€100K,€1K,LB
16147,Y. Takeoka,32,Japan,58,58,Kawasaki Frontale,€70K,€1K,RB
16148,P. Marie,23,France,58,63,San Jose Earthquakes,€140K,€1K,RB
16149,M. Trovato,20,Italy,58,73,Cosenza,€280K,€1K,RW
16150,Y. Urra,21,Chile,58,68,CD Huachipato,€160K,€1K,GK
16151,A. Beestin,20,England,58,66,Doncaster Rovers,€190K,€1K,ST
16152,S. Kowalczyk,19,Poland,58,71,Pogo? Szczecin,€240K,€1K,RM
16153,Zhang Xiuwei,22,China PR,58,64,Tianjin Quanjian FC,€150K,€2K,CDM
16154,Martín,18,Spain,58,73,Rayo Vallecano,€240K,€1K,CB
16155,S. Sessegnon,18,England,58,77,Fulham,€230K,€3K,RB
16156,Javi Rubio,19,Spain,58,70,Rayo Vallecano,€220K,€1K,LM
16157,K. Lebon,20,France,58,66,Paris FC,€190K,€1K,LW
16158,C. Pring,20,England,58,71,Newport County,€220K,€4K,LB
16159,N. Ennis,19,England,58,75,Wolverhampton Wanderers,€280K,€4K,ST
16160,J. Krahl,18,Germany,58,72,RB Leipzig,€210K,€1K,GK
16161,H. Al Qahtani,23,Saudi Arabia,58,65,Al Faisaly,€180K,€3K,CM
16162,J. Hardy,19,England,58,72,Brentford,€280K,€3K,ST
16163,S. Córdova,21,Mexico,58,67,Club Necaxa,€200K,€5K,RM
16164,Q. Roberts,23,Canada,58,65,Los Angeles FC,€130K,€1K,GK
16165,Zhang Chenlong,25,China PR,58,61,Guangzhou R&F; FC,€130K,€2K,LB
16166,J. Soñora,21,United States,58,70,Club Atlético Talleres,€230K,€3K,LW
16167,A. Al Aryani,22,Saudi Arabia,58,69,Al Ittihad,€220K,€4K,RM
16168,S. Milewski,20,Poland,58,67,Zag??bie Sosnowiec,€170K,€1K,CDM
16169,A. Ba Masoud,22,Saudi Arabia,58,67,Al Fayha,€170K,€2K,LWB
16170,B. Verbong,18,Netherlands,58,70,VVV-Venlo,€160K,€1K,GK
16171,Ryang Yong Gi,36,Korea DPR,58,58,Vegalta Sendai,€50K,€1K,CF
16172,S. Micolta,18,Ecuador,58,75,Unión La Calera,€260K,€1K,ST
16173,C. Huanca,17,Chile,58,76,Deportes Iquique,€250K,€1K,ST
16174,D. Grootenhuis,21,Netherlands,58,67,FC Emmen,€200K,€1K,LM
16175,T. Righetti,20,Switzerland,58,69,FC Thun,€190K,€1K,CB
16176,Zhang Chong,30,China PR,58,58,Dalian YiFang FC,€80K,€1K,GK
16177,G. Shaw,26,Republic of Ireland,58,61,St. Patrick's Athletic,€160K,€1K,ST
16178,P. Camará,21,Guinea Bissau,58,69,Crawley Town,€220K,€1K,LS
16179,Y. Maeda,33,Japan,58,58,V-Varen Nagasaki,€50K,€1K,CDM
16180,C. Galvin,22,Republic of Ireland,58,67,Waterford FC,€200K,€1K,LM
16181,G. Smith,24,England,58,63,Lincoln City,€120K,€2K,GK
16182,B. Stevenson,19,England,58,64,Gillingham,€170K,€1K,CAM
16183,M. Yamada,23,Japan,58,66,FC Tokyo,€160K,€1K,CB
16184,J. Schau,19,Germany,58,68,FC Carl Zeiss Jena,€170K,€1K,CDM
16185,D. Kelly,22,Republic of Ireland,58,68,Bohemian FC,€200K,€1K,RM
16186,S. Guðjohnsen,20,Iceland,58,68,Spezia,€210K,€1K,ST
16187,W. Ebane,26,Gabon,58,59,FC Lorient,€120K,€1K,LB
16188,Cao Yongjing,21,China PR,58,68,Beijing Renhe FC,€210K,€2K,RM
16189,L. Kouagba,24,France,58,63,AS Béziers,€140K,€1K,CB
16190,T. Abraham,17,England,58,76,Fulham,€250K,€4K,ST
16191,Pablo Cacharrón,21,Spain,58,70,CD Lugo,€180K,€1K,GK
16192,J. Rodríguez,25,Mexico,58,64,Puebla FC,€130K,€1K,GK
16193,J. Doherty,22,Northern Ireland,58,69,Crawley Town,€190K,€1K,LB
16194,T. Maya,21,Colombia,58,68,Atlético Huila,€180K,€1K,LB
16195,Du Changjie,20,China PR,58,65,Henan Jianye FC,€180K,€2K,ST
16196,J. Christensen,17,Denmark,58,73,FC Nordsjælland,€250K,€1K,CM
16197,J. Anthony,18,England,58,73,Bournemouth,€260K,€4K,ST
16198,J. Boote,18,England,58,71,Bournemouth,€230K,€4K,CM
16199,T. Odusina,18,England,58,74,Norwich City,€240K,€2K,CB
16200,M. Pattier,22,France,58,66,FC Lorient,€140K,€1K,GK
16201,J. Cobián,19,Mexico,58,67,Club Necaxa,€190K,€1K,LM
16202,Gao Huaze,20,China PR,58,64,Hebei China Fortune FC,€180K,€2K,LM
16203,D. Sugioka,19,Japan,58,70,Shonan Bellmare,€190K,€1K,LWB
16204,C. Månsson,37,Sweden,58,58,Kristiansund BK,€10K,€1K,GK
16205,D. Villa,20,Mexico,58,66,Club Atlas,€190K,€2K,LM
16206,R. Coughlan,21,Republic of Ireland,58,69,Cork City,€220K,€1K,ST
16207,A. Álvarez,19,Colombia,58,70,América de Cali,€190K,€1K,LB
16208,A. Estupiñán,23,Colombia,58,64,Deportivo Pasto,€170K,€1K,CM
16209,T. Al Kaabi,26,Saudi Arabia,58,60,Al Hazem,€130K,€2K,CDM
16210,H. Rodgers,21,England,58,64,Accrington Stanley,€150K,€1K,RB
16211,S. Shome,20,Canada,58,66,Montreal Impact,€190K,€1K,CM
16212,T. Matsumoto,19,Japan,58,74,Sanfrecce Hiroshima,€270K,€1K,CM
16213,M. ?nan,18,Turkey,58,72,Antalyaspor,€260K,€1K,CM
16214,A. Little,21,England,58,69,Oxford United,€220K,€1K,CM
16215,J. Brinch,23,Denmark,58,66,Esbjerg fB,€160K,€1K,RB
16216,J. Osei-Tutu,19,England,58,74,Arsenal,€240K,€4K,RB
16217,Y. Emghames,20,Germany,58,71,Hannover 96,€250K,€3K,RM
16218,A. Björnström,22,Sweden,58,66,IK Sirius,€160K,€1K,LB
16219,M. Donohue,20,England,58,71,Fleetwood Town,€250K,€1K,RM
16220,M. Al Mufarrij,21,Saudi Arabia,58,71,Al Taawoun,€220K,€3K,CB
16221,D. Cornell,27,Wales,58,61,Northampton Town,€110K,€2K,GK
16222,T. Baller,19,Germany,58,73,Hannover 96,€270K,€2K,CAM
16223,Park Kwang Il,27,Korea Republic,58,58,Jeonnam Dragons,€130K,€1K,RM
16224,Javi López,17,Spain,58,71,Elche CF,€210K,€1K,CM
16225,M. He?a,27,Czech Republic,58,59,Sparta Praha,€100K,€1K,GK
16226,Y. Al Bakr,20,Saudi Arabia,58,71,Al Faisaly,€220K,€2K,RB
16227,A. Sebald,21,Germany,58,67,FC Hansa Rostock,€150K,€1K,GK
16228,A. Gomez Mancini,17,France,58,76,Angers SCO,€250K,€2K,CAM
16229,S. Santoro,18,Italy,58,78,Palermo,€260K,€1K,CM
16230,A. Ba,20,France,58,66,Southend United,€190K,€1K,ST
16231,Gui Hong,23,China PR,58,65,Hebei China Fortune FC,€180K,€2K,ST
16232,R. Lowry,24,Australia,58,60,Wellington Phoenix,€130K,€1K,CB
16233,R. Tugarev,19,Russia,58,69,Lokomotiv Moscow,€210K,€1K,LM
16234,F. Ourega,25,France,58,59,Paris FC,€150K,€1K,RW
16235,M. Salaba,18,Austria,58,71,SV Mattersburg,€180K,€1K,GK
16236,F. Maddaloni,23,France,58,64,Chamois Niortais Football Club,€130K,€1K,GK
16237,A. Barnes,21,England,58,69,Colchester United,€190K,€2K,RB
16238,R. Emanuelsson,26,Sweden,58,62,IF Brommapojkarna,€120K,€1K,GK
16239,T. Robinson,20,England,58,72,Bradford City,€250K,€1K,LB
16240,L. O'Brien,19,England,58,72,Bradford City,€270K,€3K,LDM
16241,H. Evjen,18,Norway,58,70,FK Bodø/Glimt,€210K,€1K,RW
16242,E. Aiwu,17,Austria,58,76,FC Admira Wacker Mödling,€230K,€1K,RCB
16243,M. Lund,21,England,58,67,Doncaster Rovers,€170K,€1K,RB
16244,E. Kaja,20,Albania,58,67,Livingston FC,€200K,€1K,CAM
16245,A. Curry,21,England,58,73,Hull City,€250K,€3K,CB
16246,P. Soko?owski,23,Poland,58,64,Piast Gliwice,€150K,€1K,CDM
